c_n_sourceID,c_type,c_n_countries_norm,b_n_jurisdiction_description_norm,count
Offshore Leaks,individual,United Arab Emirates,British Virgin Islands,93
Panama Papers,individual,Slovakia,British Virgin Islands,94
Offshore Leaks,individual,France,British Virgin Islands,95
Panama Papers,individual,United States,Panama,95
Panama Papers,organization,Canada,British Virgin Islands,96
Paradise Papers - Appleby,individual,Taiwan,Cayman Islands,96
Paradise Papers - Appleby,individual,Canada,Bermuda,96
Offshore Leaks,individual,Canada,Cook Islands,98
Offshore Leaks,individual,Russia,British Virgin Islands,98
Panama Papers,individual,Mexico,British Virgin Islands,101
Panama Papers,organization,Monaco,British Virgin Islands,103
Panama Papers,individual,Kuwait,British Virgin Islands,104
Panama Papers,individual,Taiwan,Seychelles,105
Panama Papers,individual,Nigeria,British Virgin Islands,106
Offshore Leaks,individual,Germany,British Virgin Islands,107
Panama Papers,individual,Dominican Republic,British Virgin Islands,107
Panama Papers,organization,New Zealand,British Virgin Islands,107
Paradise Papers - Appleby,individual,United States,British Virgin Islands,108
Panama Papers,individual,Pakistan,British Virgin Islands,111
Panama Papers,organization,Australia,British Virgin Islands,112
Offshore Leaks,individual,Venezuela,British Virgin Islands,114
Offshore Leaks,individual,United States,Cayman Islands,114
Panama Papers,individual,Brazil,Bahamas,114
Panama Papers,individual,United States,Seychelles,115
Panama Papers,individual,Ireland,British Virgin Islands,115
Panama Papers,individual,Israel,Seychelles,115
Panama Papers,individual,Venezuela,Panama,115
Panama Papers,individual,Thailand,Seychelles,116
Panama Papers,individual,Russia,Panama,116
Paradise Papers - Appleby,individual,United Kingdom,Isle of Man,123
Panama Papers,organization,Switzerland,Bahamas,124
Offshore Leaks,individual,United States,Samoa,124
Offshore Leaks,individual,Taiwan,Cook Islands,127
Panama Papers,individual,Haiti,British Virgin Islands,129
Paradise Papers - Appleby,individual,United Kingdom,Bermuda,130
Panama Papers,individual,United Arab Emirates,Bahamas,132
Panama Papers,individual,Argentina,Panama,133
Panama Papers,individual,United States,Bahamas,134
Panama Papers,individual,Switzerland,Panama,134
Offshore Leaks,individual,South Korea,British Virgin Islands,135
Panama Papers,individual,Kazakhstan,British Virgin Islands,136
Paradise Papers - Appleby,individual,Canada,Cayman Islands,136
Panama Papers,individual,Kenya,British Virgin Islands,137
Panama Papers,individual,Switzerland,Seychelles,140
Panama Papers,individual,South Korea,British Virgin Islands,140
Panama Papers,individual,Belgium,British Virgin Islands,143
Panama Papers,individual,Netherlands,British Virgin Islands,144
Panama Papers,individual,Switzerland,Bahamas,145
Panama Papers,individual,Germany,British Virgin Islands,145
Panama Papers,individual,Israel,British Anguilla,146
Offshore Leaks,individual,Singapore,Cook Islands,146
Panama Papers,organization,Luxembourg,British Virgin Islands,148
Panama Papers,individual,Macao,British Virgin Islands,149
Panama Papers,individual,Peru,Panama,157
Paradise Papers - Appleby,individual,China,British Virgin Islands,157
Offshore Leaks,organization,Taiwan,Cayman Islands,162
Offshore Leaks,organization,Hong Kong,Cook Islands,163
Panama Papers,organization,United Arab Emirates,British Virgin Islands,163
Offshore Leaks,individual,Singapore,Samoa,163
Offshore Leaks,individual,Indonesia,Cook Islands,169
Offshore Leaks,organization,Hong Kong,Samoa,173
Panama Papers,individual,Greece,British Virgin Islands,174
Panama Papers,individual,Brazil,Panama,178
Offshore Leaks,organization,Singapore,British Virgin Islands,181
Panama Papers,individual,United Kingdom,Seychelles,183
Panama Papers,individual,Iceland,British Virgin Islands,184
Paradise Papers - Appleby,individual,Singapore,Bermuda,187
Panama Papers,individual,Hong Kong,Bahamas,189
Panama Papers,organization,Taiwan,British Virgin Islands,190
Panama Papers,individual,Guatemala,British Virgin Islands,197
Offshore Leaks,individual,Hong Kong,Cayman Islands,198
Panama Papers,individual,Ecuador,Panama,200
Panama Papers,individual,Taiwan,Bahamas,200
Panama Papers,individual,Portugal,British Virgin Islands,204
Offshore Leaks,individual,China,Cayman Islands,208
Panama Papers,individual,Liechtenstein,British Virgin Islands,213
Panama Papers,individual,Egypt,British Virgin Islands,215
Panama Papers,individual,Russia,Seychelles,218
Panama Papers,individual,Zimbabwe,British Virgin Islands,223
Panama Papers,individual,Italy,British Virgin Islands,224
Panama Papers,individual,Italy,Seychelles,226
Panama Papers,individual,Japan,British Virgin Islands,229
Offshore Leaks,organization,U.S. Virgin Islands,British Virgin Islands,238
Offshore Leaks,individual,Malaysia,Labuan,241
Panama Papers,organization,Singapore,British Virgin Islands,249
Paradise Papers - Appleby,individual,Hong Kong,Cayman Islands,251
Offshore Leaks,individual,Canada,British Virgin Islands,255
Panama Papers,organization,China,British Virgin Islands,257
Offshore Leaks,individual,United Kingdom,British Virgin Islands,257
Panama Papers,individual,Luxembourg,British Virgin Islands,263
Panama Papers,individual,Jordan,British Virgin Islands,264
Panama Papers,individual,Philippines,British Virgin Islands,265
Panama Papers,individual,India,British Virgin Islands,273
Panama Papers,individual,Monaco,British Virgin Islands,296
Offshore Leaks,individual,Japan,British Virgin Islands,297
Panama Papers,individual,Venezuela,British Virgin Islands,299
Panama Papers,individual,Spain,British Virgin Islands,300
Panama Papers,individual,United Kingdom,Bahamas,308
Offshore Leaks,organization,Taiwan,British Virgin Islands,316
Panama Papers,individual,Ukraine,British Virgin Islands,319
Paradise Papers - Appleby,individual,United Kingdom,Cayman Islands,321
Paradise Papers - Appleby,individual,United States,Bermuda,321
Panama Papers,individual,Russia,Bahamas,326
Panama Papers,individual,Ecuador,British Virgin Islands,331
Panama Papers,individual,Colombia,Panama,339
Panama Papers,individual,Hong Kong,Samoa,341
Panama Papers,individual,Hong Kong,Seychelles,342
Offshore Leaks,individual,Australia,British Virgin Islands,361
Panama Papers,organization,United States,British Virgin Islands,371
Panama Papers,individual,Israel,British Virgin Islands,402
Panama Papers,individual,Lebanon,British Virgin Islands,410
Panama Papers,individual,Turkey,British Virgin Islands,417
Panama Papers,organization,Liechtenstein,British Virgin Islands,418
Panama Papers,individual,United Arab Emirates,Seychelles,428
Panama Papers,individual,Canada,British Virgin Islands,429
Panama Papers,organization,Gibraltar,British Virgin Islands,437
Offshore Leaks,individual,Philippines,British Virgin Islands,438
Panama Papers,individual,Thailand,British Virgin Islands,459
Panama Papers,individual,France,British Virgin Islands,465
Panama Papers,individual,Saudi Arabia,British Virgin Islands,468
Offshore Leaks,organization,Taiwan,Samoa,480
Panama Papers,individual,Colombia,British Virgin Islands,482
Offshore Leaks,individual,Thailand,British Virgin Islands,487
Offshore Leaks,individual,Taiwan,Seychelles,497
Panama Papers,individual,Taiwan,Samoa,509
Offshore Leaks,individual,India,British Virgin Islands,510
Panama Papers,individual,Australia,British Virgin Islands,530
Panama Papers,organization,Switzerland,British Virgin Islands,572
Offshore Leaks,individual,China,Samoa,579
Panama Papers,organization,United Kingdom,British Virgin Islands,617
Panama Papers,individual,Indonesia,British Virgin Islands,792
Panama Papers,individual,Argentina,British Virgin Islands,792
Offshore Leaks,individual,Hong Kong,Samoa,799
Offshore Leaks,individual,United States,British Virgin Islands,816
Paradise Papers - Appleby,individual,China,Cayman Islands,927
Offshore Leaks,organization,Hong Kong,British Virgin Islands,936
Offshore Leaks,individual,Hong Kong,Cook Islands,970
Offshore Leaks,individual,Malaysia,British Virgin Islands,999
Panama Papers,individual,Peru,British Virgin Islands,1005
Panama Papers,individual,Malaysia,British Virgin Islands,1056
Paradise Papers - Appleby,individual,United States,Cayman Islands,1119
Paradise Papers - Appleby,individual,China,Bermuda,1146
Panama Papers,individual,Switzerland,British Virgin Islands,1169
Panama Papers,individual,Brazil,British Virgin Islands,1185
Paradise Papers - Appleby,individual,Hong Kong,Bermuda,1210
Panama Papers,individual,United Arab Emirates,British Virgin Islands,1387
Panama Papers,individual,China,British Anguilla,1439
Panama Papers,individual,Singapore,British Virgin Islands,1454
Panama Papers,individual,South Africa,British Virgin Islands,1456
Panama Papers,organization,Hong Kong,British Virgin Islands,1501
Offshore Leaks,individual,Taiwan,Cayman Islands,1827
Offshore Leaks,individual,Indonesia,British Virgin Islands,1917
Panama Papers,individual,Taiwan,British Virgin Islands,2098
Offshore Leaks,individual,United States,Cook Islands,2162
Panama Papers,individual,United States,British Virgin Islands,2354
Panama Papers,individual,China,Samoa,2561
Panama Papers,individual,Russia,British Virgin Islands,2623
Offshore Leaks,individual,Singapore,British Virgin Islands,2631
Panama Papers,individual,United Kingdom,British Virgin Islands,2714
Panama Papers,individual,China,Seychelles,3586
Offshore Leaks,individual,Taiwan,Samoa,5833
Offshore Leaks,individual,China,British Virgin Islands,6213
Offshore Leaks,individual,Taiwan,British Virgin Islands,6224
Panama Papers,individual,Hong Kong,British Virgin Islands,7787
Offshore Leaks,individual,Hong Kong,British Virgin Islands,7916
Panama Papers,individual,China,British Virgin Islands,11658
